rep,position,fraction,latency_ns,outlier
1,0,0.0,34235,0
1,7996,0.0004,35530,0
1,9814,0.000491,64654,1
1,15993,0.0008,34666,0
1,23989,0.0012,35161,0
1,26690,0.001336,133581,1
1,26691,0.001336,129430,1
1,26692,0.001336,125153,1
1,26693,0.001336,121198,1
1,26694,0.001336,116903,1
1,26695,0.001336,112443,1
1,26696,0.001336,108176,1
1,26697,0.001336,104522,1
1,26698,0.001336,100171,1
1,26699,0.001336,95698,1
1,26700,0.001336,91416,1
1,26701,0.001336,87078,1
1,26702,0.001336,83093,1
1,26703,0.001336,78735,1
1,26704,0.001336,74289,1
1,26705,0.001336,70303,1
1,26706,0.001336,66250,1
1,31986,0.001601,34222,0
1,33758,0.001689,67556,1
1,39983,0.002001,34667,0
1,47979,0.002401,35543,0
1,55976,0.002801,35759,0
1,63973,0.003201,37464,0
1,71969,0.003601,34843,0
1,79966,0.004002,35203,0
1,87963,0.004402,34937,0
1,95959,0.004802,36302,0
1,103956,0.005202,35257,0
1,111953,0.005602,34230,0
1,119949,0.006002,34654,0
1,127946,0.006403,34858,0
1,135942,0.006803,37447,0
1,143513,0.007182,71958,1
1,143514,0.007182,67489,1
1,143939,0.007203,34498,0
1,151936,0.007603,34610,0
1,159932,0.008003,34500,0
1,167929,0.008403,35768,0
1,172747,0.008644,65703,1
1,172748,0.008644,64764,1
1,172750,0.008645,64243,1
1,172756,0.008645,72102,1
1,172757,0.008645,67558,1
1,174882,0.008751,73571,1
1,174883,0.008751,69184,1
1,174884,0.008751,64558,1
1,175926,0.008804,35482,0
1,179650,0.00899,67641,1
1,183474,0.009181,68899,1
1,183475,0.009181,64201,1
1,183922,0.009204,34856,0
1,191919,0.009604,35036,0
1,199916,0.010004,35298,0
1,207912,0.010404,35621,0
1,209071,0.010462,66800,1
1,215909,0.010804,35016,0
1,220771,0.011048,64727,1
1,223906,0.011204,34542,0
1,229634,0.011491,74282,1
1,229635,0.011491,69665,1
1,229636,0.011491,65184,1
1,231902,0.011605,36540,0
1,238557,0.011938,64391,1
1,239899,0.012005,35032,0
1,247895,0.012405,36089,0
1,253777,0.012699,65492,1
1,255892,0.012805,35053,0
1,262678,0.013145,65153,1
1,263889,0.013205,34198,0
1,271885,0.013605,34341,0
1,275113,0.013767,65918,1
1,279882,0.014006,35662,0
1,281652,0.014094,66984,1
1,281653,0.014094,66839,1
1,287879,0.014406,34775,0
1,295875,0.014806,35618,0
1,303872,0.015206,35273,0
1,311869,0.015606,37694,0
1,319865,0.016006,35489,0
1,324443,0.016235,68803,1
1,324444,0.016236,64181,1
1,327862,0.016407,34892,0
1,335859,0.016807,34928,0
1,343855,0.017207,36718,0
1,351852,0.017607,35106,0
1,358902,0.01796,71804,1
1,358903,0.01796,67334,1
1,359849,0.018007,35014,0
1,367845,0.018407,35706,0
1,375842,0.018808,34966,0
1,383838,0.019208,37449,0
1,391835,0.019608,34592,0
1,399832,0.020008,39086,0
1,404073,0.02022,65801,1
1,407828,0.020408,34876,0
1,408080,0.020421,64949,1
1,415825,0.020808,37842,0
1,423822,0.021208,35529,0
1,428729,0.021454,104185,1
1,428730,0.021454,100048,1
1,428731,0.021454,95748,1
1,428732,0.021454,91485,1
1,428733,0.021454,87109,1
1,428734,0.021454,82712,1
1,428735,0.021454,78568,1
1,428736,0.021454,74314,1
1,428737,0.021454,69842,1
1,428738,0.021454,65365,1
1,431818,0.021609,34239,0
1,439815,0.022009,35598,0
1,441728,0.022105,66013,1
1,447812,0.022409,35768,0
1,455808,0.022809,34546,0
1,463805,0.023209,34604,0
1,471802,0.023609,34852,0
1,474040,0.023721,64288,1
1,479798,0.02401,36161,0
1,487795,0.02441,35529,0
1,495791,0.02481,34928,0
1,502881,0.025165,64824,1
1,503788,0.02521,34141,0
1,506015,0.025321,69383,1
1,506016,0.025322,64760,1
1,511785,0.02561,38852,0
1,519781,0.02601,34295,0
1,527778,0.026411,34344,0
1,535775,0.026811,35744,0
1,539018,0.026973,68691,1
1,543771,0.027211,35330,0
1,551768,0.027611,34511,0
1,559765,0.028011,34548,0
1,563009,0.028174,68767,1
1,563010,0.028174,64182,1
1,563091,0.028178,136255,1
1,563092,0.028178,132028,1
1,563093,0.028178,127762,1
1,563094,0.028178,123440,1
1,563095,0.028178,119027,1
1,563096,0.028178,114654,1
1,563097,0.028178,110548,1
1,563098,0.028178,106367,1
1,563099,0.028178,101851,1
1,563100,0.028178,97382,1
1,563101,0.028178,92939,1
1,563102,0.028178,88758,1
1,563103,0.028178,84412,1
1,563104,0.028178,79943,1
1,563105,0.028178,75589,1
1,563106,0.028178,79737,1
1,563107,0.028178,75211,1
1,563108,0.028178,70642,1
1,563109,0.028179,66067,1
1,565742,0.02831,64368,1
1,565822,0.028314,131589,1
1,565823,0.028314,127399,1
1,565824,0.028314,122949,1
1,565825,0.028314,118729,1
1,565826,0.028314,114395,1
1,565827,0.028315,109969,1
1,565828,0.028315,105796,1
1,565829,0.028315,101597,1
1,565830,0.028315,97132,1
1,565831,0.028315,93119,1
1,565832,0.028315,88753,1
1,565833,0.028315,84326,1
1,565834,0.028315,79854,1
1,565835,0.028315,75549,1
1,565836,0.028315,71231,1
1,565837,0.028315,66986,1
1,567761,0.028411,37091,0
1,575758,0.028812,34524,0
1,583755,0.029212,35410,0
1,591751,0.029612,34027,0
1,596431,0.029846,72120,1
1,596432,0.029846,67711,1
1,599748,0.030012,35044,0
1,607744,0.030412,34049,0
1,611810,0.030616,67930,1
1,615741,0.030812,34123,0
1,623738,0.031212,35333,0
1,631734,0.031613,36765,0
1,639731,0.032013,33979,0
1,647728,0.032413,34497,0
1,655724,0.032813,36403,0
1,663721,0.033213,34174,0
1,671718,0.033613,35721,0
1,679714,0.034014,35656,0
1,687711,0.034414,35014,0
1,695708,0.034814,35749,0
1,703704,0.035214,37259,0
1,711701,0.035614,35226,0
1,719698,0.036014,34359,0
1,720628,0.036061,65457,1
1,727694,0.036415,34185,0
1,733199,0.03669,66764,1
1,735691,0.036815,35219,0
1,743148,0.037188,66048,1
1,743687,0.037215,35073,0
1,751684,0.037615,37394,0
1,759681,0.038015,34229,0
1,767677,0.038415,34687,0
1,775674,0.038815,37947,0
1,783671,0.039216,35562,0
1,791667,0.039616,34683,0
1,799664,0.040016,35112,0
1,807661,0.040416,36732,0
1,810654,0.040566,65590,1
1,815657,0.040816,37348,0
1,823654,0.041216,35399,0
1,831651,0.041617,34927,0
1,839647,0.042017,34973,0
1,847644,0.042417,35245,0
1,855640,0.042817,34727,0
1,863637,0.043217,35579,0
1,865689,0.04332,73031,1
1,865690,0.04332,68332,1
1,871634,0.043617,34439,0
1,879630,0.044018,34568,0
1,887627,0.044418,34154,0
1,895624,0.044818,37111,0
1,903620,0.045218,34987,0
1,911617,0.045618,35881,0
1,911930,0.045634,68712,1
1,911931,0.045634,64256,1
1,919614,0.046018,36701,0
1,927610,0.046419,33921,0
1,935607,0.046819,35758,0
1,942826,0.04718,71216,1
1,942827,0.04718,66723,1
1,943604,0.047219,36024,0
1,951600,0.047619,34962,0
1,959597,0.048019,36651,0
1,967594,0.048419,36308,0
1,968299,0.048455,65933,1
1,968301,0.048455,69284,1
1,968302,0.048455,64771,1
1,975590,0.048819,36018,0
1,983587,0.04922,35879,0
1,984724,0.049277,68221,1
1,991583,0.04962,34794,0
1,999580,0.05002,34704,0
1,1007577,0.05042,43724,0
1,1015573,0.05082,35176,0
1,1023570,0.05122,34942,0
1,1031567,0.051621,35355,0
1,1039563,0.052021,35313,0
1,1047081,0.052397,67061,1
1,1047560,0.052421,36624,0
1,1055557,0.052821,34775,0
1,1063553,0.053221,34845,0
1,1071550,0.053621,36181,0
1,1079547,0.054022,36235,0
1,1087543,0.054422,34492,0
1,1095540,0.054822,34630,0
1,1103536,0.055222,34124,0
1,1111533,0.055622,34392,0
1,1118602,0.055976,66143,1
1,1119530,0.056022,35407,0
1,1127526,0.056423,34635,0
1,1135523,0.056823,34635,0
1,1143520,0.057223,34092,0
1,1151516,0.057623,34997,0
1,1159513,0.058023,36314,0
1,1163213,0.058208,68998,1
1,1163214,0.058208,64331,1
1,1167510,0.058423,35113,0
1,1175506,0.058823,35728,0
1,1177039,0.0589,68567,1
1,1183503,0.059224,35129,0
1,1191500,0.059624,34567,0
1,1199496,0.060024,35308,0
1,1200949,0.060097,67464,1
1,1206946,0.060397,68013,1
1,1207493,0.060424,35358,0
1,1215175,0.060809,67472,1
1,1215489,0.060824,34801,0
1,1223486,0.061224,34266,0
1,1231483,0.061625,34609,0
1,1239479,0.062025,34709,0
1,1247476,0.062425,35104,0
1,1248027,0.062453,66061,1
1,1255473,0.062825,34438,0
1,1263469,0.063225,34902,0
1,1271466,0.063625,35638,0
1,1275522,0.063828,83053,1
1,1275523,0.063828,79009,1
1,1275524,0.063828,74769,1
1,1275525,0.063829,70511,1
1,1275526,0.063829,66285,1
1,1279013,0.064003,69087,1
1,1279014,0.064003,64465,1
1,1279463,0.064026,36007,0
1,1287459,0.064426,34850,0
1,1295456,0.064826,35014,0
1,1303453,0.065226,35544,0
1,1307214,0.065414,70541,1
1,1307215,0.065414,65899,1
1,1307237,0.065415,64499,1
1,1311449,0.065626,35002,0
1,1313021,0.065705,65797,1
1,1319446,0.066026,35932,0
1,1327443,0.066427,35011,0
1,1335439,0.066827,35576,0
1,1343436,0.067227,34532,0
1,1351432,0.067627,34665,0
1,1359429,0.068027,35871,0
1,1365995,0.068356,73822,1
1,1365996,0.068356,69250,1
1,1365997,0.068356,64655,1
1,1367426,0.068427,37894,0
1,1375422,0.068827,34974,0
1,1383419,0.069228,36324,0
1,1391416,0.069628,34284,0
1,1399412,0.070028,37195,0
1,1403190,0.070217,67752,1
1,1407409,0.070428,35923,0
1,1415406,0.070828,36473,0
1,1423373,0.071227,66618,1
1,1423402,0.071228,34567,0
1,1424816,0.071299,68680,1
1,1431399,0.071629,34430,0
1,1439396,0.072029,34153,0
1,1447392,0.072429,35552,0
1,1455389,0.072829,36449,0
1,1463385,0.073229,34523,0
1,1471382,0.073629,35318,0
1,1479379,0.07403,36475,0
1,1487375,0.07443,36179,0
1,1495372,0.07483,35149,0
1,1503369,0.07523,34669,0
1,1511365,0.07563,36369,0
1,1519362,0.07603,34644,0
1,1527359,0.076431,38197,0
1,1535355,0.076831,35545,0
1,1543352,0.077231,39220,0
1,1546502,0.077389,65117,1
1,1551349,0.077631,34582,0
1,1555753,0.077851,68523,1
1,1559345,0.078031,34847,0
1,1567342,0.078431,35254,0
1,1575338,0.078831,35499,0
1,1583335,0.079232,35358,0
1,1585657,0.079348,137761,1
1,1585658,0.079348,133874,1
1,1585659,0.079348,129659,1
1,1585660,0.079348,125384,1
1,1585661,0.079348,121078,1
1,1585662,0.079348,116906,1
1,1585663,0.079348,127781,1
1,1585664,0.079348,123321,1
1,1585665,0.079348,118669,1
1,1585666,0.079348,114045,1
1,1585667,0.079348,109513,1
1,1585668,0.079348,104928,1
1,1585669,0.079348,100359,1
1,1585670,0.079349,95834,1
1,1585671,0.079349,91064,1
1,1585672,0.079349,86533,1
1,1585673,0.079349,82015,1
1,1585674,0.079349,77402,1
1,1585675,0.079349,72841,1
1,1585676,0.079349,68259,1
1,1591332,0.079632,34383,0
1,1599328,0.080032,34159,0
1,1602693,0.0802,67882,1
1,1607325,0.080432,39878,0
1,1610593,0.080596,67516,1
1,1615322,0.080832,36365,0
1,1623318,0.081232,36307,0
1,1630847,0.081609,67609,1
1,1631315,0.081633,34159,0
1,1639312,0.082033,35181,0
1,1643558,0.082245,71827,1
1,1643559,0.082245,67124,1
1,1647308,0.082433,34477,0
1,1655305,0.082833,38221,0
1,1663302,0.083233,34984,0
1,1671298,0.083633,34914,0
1,1679295,0.084034,36906,0
1,1687292,0.084434,34630,0
1,1695288,0.084834,36295,0
1,1696810,0.08491,65498,1
1,1703285,0.085234,35490,0
1,1709210,0.085531,67675,1
1,1709211,0.085531,71318,1
1,1709212,0.085531,66729,1
1,1709218,0.085531,64767,1
1,1709219,0.085531,66390,1
1,1711281,0.085634,35316,0
1,1719278,0.086034,34521,0
1,1727275,0.086435,36170,0
1,1735271,0.086835,33955,0
1,1743268,0.087235,34689,0
1,1751265,0.087635,34950,0
1,1759261,0.088035,36437,0
1,1767258,0.088435,35500,0
1,1775255,0.088836,35694,0
1,1783251,0.089236,34213,0
1,1791248,0.089636,34358,0
1,1793542,0.089751,64679,1
1,1799245,0.090036,35930,0
1,1807241,0.090436,35470,0
1,1815238,0.090836,39300,0
1,1823234,0.091236,34583,0
1,1827452,0.091448,66078,1
1,1831231,0.091637,34972,0
1,1839228,0.092037,34197,0
1,1847224,0.092437,34136,0
1,1855221,0.092837,35324,0
1,1863218,0.093237,35090,0
1,1871214,0.093637,35536,0
1,1879211,0.094038,33679,0
1,1881492,0.094152,64747,1
1,1887208,0.094438,34070,0
1,1895204,0.094838,34612,0
1,1903201,0.095238,35439,0
1,1911198,0.095638,35132,0
1,1919194,0.096038,35503,0
1,1920476,0.096103,66975,1
1,1927191,0.096439,34164,0
1,1935188,0.096839,36554,0
1,1943184,0.097239,35584,0
1,1951181,0.097639,35113,0
1,1959177,0.098039,39049,0
1,1967174,0.098439,35390,0
1,1975171,0.09884,34388,0
1,1979079,0.099035,70780,1
1,1979080,0.099035,66135,1
1,1983167,0.09924,35477,0
1,1987748,0.099469,75276,1
1,1987749,0.099469,70742,1
1,1987750,0.099469,66168,1
1,1991164,0.09964,34639,0
1,1999161,0.10004,35543,0
1,2001406,0.100152,64146,1
1,2007157,0.10044,36243,0
1,2015154,0.10084,35350,0
1,2023151,0.10124,35955,0
1,2025176,0.101342,73394,1
1,2025177,0.101342,68735,1
1,2031147,0.101641,37424,0
1,2039144,0.102041,34590,0
1,2047141,0.102441,37131,0
1,2050459,0.102607,70019,1
1,2050460,0.102607,65470,1
1,2055137,0.102841,36618,0
1,2063134,0.103241,33771,0
1,2069120,0.103541,70647,1
1,2069121,0.103541,66060,1
1,2071130,0.103641,36112,0
1,2078046,0.103987,68077,1
1,2079127,0.104042,35414,0
1,2087124,0.104442,35105,0
1,2095120,0.104842,34844,0
1,2103117,0.105242,39191,0
1,2111114,0.105642,35710,0
1,2119110,0.106042,34943,0
1,2126682,0.106421,64960,1
1,2127107,0.106443,36035,0
1,2135104,0.106843,34621,0
1,2143100,0.107243,35794,0
1,2151097,0.107643,36903,0
1,2155565,0.107867,64305,1
1,2158861,0.108032,69425,1
1,2158862,0.108032,64845,1
1,2159094,0.108043,34392,0
1,2162815,0.108229,73967,1
1,2162816,0.108229,69328,1
1,2162817,0.10823,64847,1
1,2167090,0.108443,37229,0
1,2171895,0.108684,67526,1
1,2175087,0.108844,34618,0
1,2176505,0.108914,65507,1
1,2182736,0.109226,66513,1
1,2183083,0.109244,35292,0
1,2191080,0.109644,35873,0
1,2199077,0.110044,40824,0
1,2207073,0.110444,34566,0
1,2215070,0.110844,35188,0
1,2223067,0.111244,34559,0
1,2226774,0.11143,66224,1
1,2231063,0.111645,34584,0
1,2239060,0.112045,34681,0
1,2246531,0.112419,65013,1
1,2247057,0.112445,35645,0
1,2255053,0.112845,35039,0
1,2260553,0.11312,68959,1
1,2260554,0.11312,64265,1
1,2263050,0.113245,36349,0
1,2271047,0.113645,35430,0
1,2279043,0.114046,34225,0
1,2283874,0.114287,82979,1
1,2283875,0.114287,78576,1
1,2283876,0.114287,73945,1
1,2283877,0.114287,69352,1
1,2283878,0.114288,64802,1
1,2283887,0.114288,85126,1
1,2283888,0.114288,80500,1
1,2283889,0.114288,75864,1
1,2283890,0.114288,71199,1
1,2283891,0.114288,66616,1
1,2283900,0.114289,95333,1
1,2283901,0.114289,90775,1
1,2283902,0.114289,86302,1
1,2283903,0.114289,81745,1
1,2283904,0.114289,77094,1
1,2283905,0.114289,72426,1
1,2283906,0.114289,67763,1
1,2283913,0.114289,85586,1
1,2283914,0.114289,81035,1
1,2283915,0.114289,76517,1
1,2283916,0.114289,71873,1
1,2283917,0.114289,67222,1
1,2283924,0.11429,68930,1
1,2283925,0.11429,64415,1
1,2283945,0.114291,87536,1
1,2283946,0.114291,83000,1
1,2283947,0.114291,78387,1
1,2283948,0.114291,73757,1
1,2283949,0.114291,69064,1
1,2283950,0.114291,64457,1
1,2283958,0.114292,93370,1
1,2283959,0.114292,88793,1
1,2283960,0.114292,84106,1
1,2283961,0.114292,79516,1
1,2283962,0.114292,74927,1
1,2283963,0.114292,70297,1
1,2283964,0.114292,65648,1
1,2283970,0.114292,93884,1
1,2283971,0.114292,89415,1
1,2283972,0.114292,84836,1
1,2283973,0.114292,80264,1
1,2283974,0.114292,75659,1
1,2283975,0.114292,71064,1
1,2283976,0.114292,66446,1
1,2283984,0.114293,91250,1
1,2283985,0.114293,86594,1
1,2283986,0.114293,81913,1
1,2283987,0.114293,77354,1
1,2283988,0.114293,72812,1
1,2283989,0.114293,68175,1
1,2283990,0.114293,68309,1
1,2283996,0.114293,65329,1
1,2284034,0.114295,82147,1
1,2284035,0.114295,77591,1
1,2284036,0.114295,72959,1
1,2284037,0.114295,68525,1
1,2284052,0.114296,80497,1
1,2284053,0.114296,75966,1
1,2284054,0.114296,71315,1
1,2284055,0.114296,66734,1
1,2284061,0.114297,85663,1
1,2284062,0.114297,81007,1
1,2284063,0.114297,76514,1
1,2284064,0.114297,71910,1
1,2284065,0.114297,67315,1
1,2284074,0.114297,81323,1
1,2284075,0.114297,76717,1
1,2284076,0.114297,72359,1
1,2284077,0.114297,67717,1
1,2284083,0.114298,86128,1
1,2284084,0.114298,81645,1
1,2284085,0.114298,77143,1
1,2284086,0.114298,72644,1
1,2284087,0.114298,67956,1
1,2284096,0.114298,92308,1
1,2284097,0.114298,87731,1
1,2284098,0.114299,83091,1
1,2284099,0.114299,78445,1
1,2284100,0.114299,73919,1
1,2284101,0.114299,69269,1
1,2284102,0.114299,64635,1
1,2284110,0.114299,91585,1
1,2284111,0.114299,87140,1
1,2284112,0.114299,82454,1
1,2284113,0.114299,77844,1
1,2284114,0.114299,73162,1
1,2284115,0.114299,68567,1
1,2284123,0.1143,86997,1
1,2284124,0.1143,82289,1
1,2284125,0.1143,77713,1
1,2284126,0.1143,73060,1
1,2284127,0.1143,68575,1
1,2284136,0.1143,90967,1
1,2284137,0.1143,86390,1
1,2284138,0.114301,81801,1
1,2284139,0.114301,77279,1
1,2284140,0.114301,72530,1
1,2284141,0.114301,67920,1
1,2284150,0.114301,87592,1
1,2284151,0.114301,83014,1
1,2284152,0.114301,78322,1
1,2284153,0.114301,73763,1
1,2284154,0.114301,69192,1
1,2284155,0.114301,64595,1
1,2284163,0.114302,88421,1
1,2284164,0.114302,83779,1
1,2284165,0.114302,79169,1
1,2284166,0.114302,74543,1
1,2284167,0.114302,69845,1
1,2284168,0.114302,65275,1
1,2284176,0.114302,91887,1
1,2284177,0.114302,87236,1
1,2284178,0.114303,82568,1
1,2284179,0.114303,77934,1
1,2284180,0.114303,73371,1
1,2284181,0.114303,68842,1
1,2284182,0.114303,64234,1
1,2284187,0.114303,65224,1
1,2287040,0.114446,37560,0
1,2295037,0.114846,35989,0
1,2303033,0.115246,34793,0
1,2311030,0.115646,35952,0
1,2319026,0.116046,35162,0
1,2327023,0.116447,34691,0
1,2328186,0.116505,69326,1
1,2328187,0.116505,64766,1
1,2329468,0.116569,64781,1
1,2335020,0.116847,37626,0
1,2343016,0.117247,34747,0
1,2351013,0.117647,38631,0
1,2359010,0.118047,34516,0
1,2367006,0.118447,35562,0
1,2375003,0.118848,35460,0
1,2383000,0.119248,34497,0
1,2390996,0.119648,34280,0
1,2398856,0.120041,74982,1
1,2398857,0.120041,70489,1
1,2398858,0.120041,65862,1
1,2398993,0.120048,34318,0
1,2406990,0.120448,34462,0
1,2414986,0.120848,34544,0
1,2422964,0.121248,65785,1
1,2422983,0.121248,35728,0
1,2430979,0.121649,36228,0
1,2438970,0.122048,69298,1
1,2438971,0.122049,64817,1
1,2438976,0.122049,41765,0
1,2440087,0.122104,69975,1
1,2440088,0.122104,65367,1
1,2442682,0.122234,66181,1
1,2446973,0.122449,35166,0
1,2454969,0.122849,36525,0
1,2462966,0.123249,34826,0
1,2470963,0.123649,34887,0
1,2472254,0.123714,71492,1
1,2472255,0.123714,66970,1
1,2472992,0.123751,64400,1
1,2478959,0.12405,35885,0
1,2486956,0.12445,34223,0
1,2494953,0.12485,34957,0
1,2502949,0.12525,34254,0
1,2510946,0.12565,34948,0
1,2518098,0.126008,66512,1
1,2518943,0.12605,35079,0
1,2525916,0.126399,67433,1
1,2526939,0.126451,36383,0
1,2534936,0.126851,34423,0
1,2542933,0.127251,34822,0
1,2545970,0.127403,68033,1
1,2550833,0.127646,65206,1
1,2550929,0.127651,35206,0
1,2556050,0.127907,69783,1
1,2556051,0.127907,65302,1
1,2558926,0.128051,35354,0
1,2566922,0.128451,36629,0
1,2574919,0.128852,35319,0
1,2576931,0.128952,67862,1
1,2582916,0.129252,34521,0
1,2590912,0.129652,34618,0
1,2598909,0.130052,34946,0
1,2606906,0.130452,34418,0
1,2614902,0.130852,35326,0
1,2622899,0.131252,35282,0
1,2630896,0.131653,34467,0
1,2638892,0.132053,34905,0
1,2640366,0.132127,65742,1
1,2646889,0.132453,34372,0
1,2654886,0.132853,36058,0
1,2661542,0.133186,70760,1
1,2661543,0.133186,66129,1
1,2662882,0.133253,36345,0
1,2669846,0.133602,72375,1
1,2669847,0.133602,67816,1
1,2670879,0.133653,35032,0
1,2676586,0.133939,68362,1
1,2678875,0.134054,33944,0
1,2686872,0.134454,34660,0
1,2693131,0.134767,66708,1
1,2694869,0.134854,34782,0
1,2701882,0.135205,68130,1
1,2702865,0.135254,35331,0
1,2710862,0.135654,34998,0
1,2718859,0.136054,35801,0
1,2726855,0.136455,34784,0
1,2729550,0.136589,68598,1
1,2729551,0.136589,64169,1
1,2734852,0.136855,35746,0
1,2739226,0.137074,67535,1
1,2742849,0.137255,34847,0
1,2750845,0.137655,36804,0
1,2758842,0.138055,37323,0
1,2766839,0.138455,35327,0
1,2774835,0.138856,34506,0
1,2782832,0.139256,43218,0
1,2790828,0.139656,34766,0
1,2798825,0.140056,34321,0
1,2806822,0.140456,35574,0
1,2814818,0.140856,35927,0
1,2815679,0.140899,65352,1
1,2815682,0.1409,67854,1
1,2822815,0.141256,34792,0
1,2824132,0.141322,84064,1
1,2824133,0.141322,79585,1
1,2824134,0.141322,75043,1
1,2824135,0.141323,70315,1
1,2824136,0.141323,65742,1
1,2828655,0.141549,75258,1
1,2828656,0.141549,70695,1
1,2828657,0.141549,66208,1
1,2830812,0.141657,35957,0
1,2838808,0.142057,34703,0
1,2846805,0.142457,34951,0
1,2854802,0.142857,35289,0
1,2862798,0.143257,37195,0
1,2867078,0.143471,69007,1
1,2867079,0.143471,64400,1
1,2870795,0.143657,37199,0
1,2875944,0.143915,64700,1
1,2878792,0.144058,34369,0
1,2886788,0.144458,35412,0
1,2894785,0.144858,35916,0
1,2894997,0.144869,67470,1
1,2901313,0.145185,67463,1
1,2902504,0.145244,66406,1
1,2902782,0.145258,34496,0
1,2910778,0.145658,35100,0
1,2914625,0.145851,68292,1
1,2918775,0.146058,37534,0
1,2925873,0.146414,70353,1
1,2925874,0.146414,65767,1
1,2926771,0.146459,36492,0
1,2934768,0.146859,34101,0
1,2942765,0.147259,35443,0
1,2950761,0.147659,34646,0
1,2958758,0.148059,36055,0
1,2963987,0.148321,65589,1
1,2966755,0.148459,36706,0
1,2974751,0.14886,34705,0
1,2982748,0.14926,36191,0
1,2990745,0.14966,35443,0
1,2998741,0.15006,37839,0
1,3000692,0.150158,64935,1
1,3006738,0.15046,38518,0
1,3014735,0.15086,35573,0
1,3020948,0.151171,65245,1
1,3022731,0.15126,34839,0
1,3030728,0.151661,38028,0
1,3038724,0.152061,35185,0
1,3046721,0.152461,34271,0
1,3054718,0.152861,35365,0
1,3062714,0.153261,35257,0
1,3070711,0.153661,34298,0
1,3078708,0.154062,37485,0
1,3080881,0.15417,71085,1
1,3080882,0.15417,66500,1
1,3081973,0.154225,71826,1
1,3081974,0.154225,67221,1
1,3086704,0.154462,34570,0
1,3094701,0.154862,36447,0
1,3102698,0.155262,37280,0
1,3110694,0.155662,34385,0
1,3118691,0.156062,33744,0
1,3126688,0.156463,35276,0
1,3134684,0.156863,34764,0
1,3135846,0.156921,73514,1
1,3135847,0.156921,68794,1
1,3135848,0.156921,64401,1
1,3142681,0.157263,36638,0
1,3149988,0.157629,64461,1
1,3150677,0.157663,34239,0
1,3152962,0.157777,66957,1
1,3158674,0.158063,34609,0
1,3166671,0.158463,36331,0
1,3174667,0.158863,34355,0
1,3182664,0.159264,34484,0
1,3190661,0.159664,35138,0
1,3198657,0.160064,35288,0
1,3198988,0.160081,65028,1
1,3206654,0.160464,35779,0
1,3214651,0.160864,34218,0
1,3222647,0.161264,34083,0
1,3226606,0.161463,71727,1
1,3226607,0.161463,67086,1
1,3230644,0.161665,34190,0
1,3238641,0.162065,35073,0
1,3241952,0.162231,70426,1
1,3241953,0.162231,65768,1
1,3246637,0.162465,34784,0
1,3254233,0.162845,74392,1
1,3254234,0.162845,69861,1
1,3254235,0.162845,65222,1
1,3254634,0.162865,35273,0
1,3256930,0.16298,67808,1
1,3262631,0.163265,35727,0
1,3270627,0.163665,36249,0
1,3278624,0.164066,34982,0
1,3286620,0.164466,36181,0
1,3294617,0.164866,35645,0
1,3300002,0.165135,69304,1
1,3300003,0.165135,64659,1
1,3302614,0.165266,36093,0
1,3310610,0.165666,34415,0
1,3318607,0.166066,34504,0
1,3326604,0.166467,34333,0
1,3334600,0.166867,35180,0
1,3342597,0.167267,34628,0
1,3350594,0.167667,34586,0
1,3358590,0.168067,34881,0
1,3366587,0.168467,35937,0
1,3374584,0.168868,36867,0
1,3380775,0.169177,66502,1
1,3382580,0.169268,35360,0
1,3390577,0.169668,35628,0
1,3390656,0.169672,71868,1
1,3390657,0.169672,67317,1
1,3398573,0.170068,35932,0
1,3402373,0.170258,71547,1
1,3402374,0.170258,66994,1
1,3406570,0.170468,35842,0
1,3414567,0.170868,35201,0
1,3422563,0.171268,35360,0
1,3430560,0.171669,35970,0
1,3438557,0.172069,35414,0
1,3446553,0.172469,36119,0
1,3454550,0.172869,38316,0
1,3461905,0.173237,65235,1
1,3462547,0.173269,35359,0
1,3470543,0.173669,35034,0
1,3478540,0.17407,35741,0
1,3486537,0.17447,34812,0
1,3494533,0.17487,37077,0
1,3502530,0.17527,33834,0
1,3510527,0.17567,34583,0
1,3512409,0.175764,68779,1
1,3512410,0.175764,64263,1
1,3518523,0.17607,35603,0
1,3526520,0.176471,35581,0
1,3526989,0.176494,67359,1
1,3534516,0.176871,35237,0
1,3542513,0.177271,39518,0
1,3549670,0.177629,73627,1
1,3549671,0.177629,69222,1
1,3549672,0.177629,64569,1
1,3550510,0.177671,35024,0
1,3558506,0.178071,35019,0
1,3566503,0.178471,34824,0
1,3574500,0.178872,36361,0
1,3582496,0.179272,35754,0
1,3586942,0.179494,66811,1
1,3589335,0.179614,64848,1
1,3590493,0.179672,35229,0
1,3598490,0.180072,42573,0
1,3606486,0.180472,34200,0
1,3613909,0.180844,71503,1
1,3613910,0.180844,67079,1
1,3614483,0.180872,35278,0
1,3622480,0.181273,36152,0
1,3625104,0.181404,66115,1
1,3630476,0.181673,35686,0
1,3638473,0.182073,35927,0
1,3644272,0.182363,75766,1
1,3644273,0.182363,71147,1
1,3644274,0.182363,66466,1
1,3646469,0.182473,35525,0
1,3654466,0.182873,35480,0
1,3655233,0.182912,65483,1
1,3662142,0.183257,65834,1
1,3662463,0.183273,34918,0
1,3670459,0.183673,40583,0
1,3673611,0.183831,67761,1
1,3678456,0.184074,35184,0
1,3686453,0.184474,34901,0
1,3694449,0.184874,34795,0
